plant_area,totalTree_pa,genus_name,n,mean(diameter),min(diameter),max(diameter),median(height_range_id),min(height_range_id),max(height_range_id)
5,6914,MALUS,158,4.858860759493671,2,15.5,2,1,4
5,6914,CORNUS,157,8.310828025477708,2,28,2,1,4
5,6914,STYRAX,141,3.852836879432624,1.5,14,1,1,3
5,6914,ULMUS,132,13.670454545454545,3,45,1,1,8
5,6914,LIQUIDAMBAR,131,10.522900763358779,2,23,3,1,5
5,6914,SYRINGA,94,3.234042553191489,1.75,6.25,1,1,3
5,6914,PARROTIA,91,3.7445054945054945,3,9.25,1,1,4
5,6914,SORBUS,91,6.654945054945055,2,22,2,1,4
5,6914,CERCIDIPHYLLUM,65,7.34,3,16.5,2,1,4
5,6914,GLEDITSIA,62,7.300806451612903,2,28,2,1,4
5,6914,BETULA,50,15.37,2,31.5,4,1,6
5,6914,AESCULUS,47,19.338297872340426,3,40,4,1,7
5,6914,NYSSA,34,3.411764705882353,2,8,1,1,3
5,6914,ROBINIA,28,8.544642857142858,3,21,2,2,5
5,6914,CERCIS,25,3.56,3,6.5,1,1,4
5,6914,DAVIDIA,24,5.09375,3,8.5,1.5,1,2
5,6914,LIRIODENDRON,22,7.761363636363637,3,32.5,2,1,7
5,6914,PLATANUS,20,18.3375,3,36,4,2,7
5,6914,PINUS,18,11.708333333333334,4,22.5,2.5,1,5
5,6914,HIBISCUS,17,4.455882352941177,3,7,1,1,2
5,6914,METASEQUOIA,14,17.339285714285715,3,30,3,1,5
5,6914,CATALPA,13,23.26923076923077,6,41,5,1,7
5,6914,AMELANCHIER,11,3.0454545454545454,3,3.5,1,1,3
5,6914,ZELKOVA,10,4.375,3,8,2,1,3
5,6914,STEWARTIA,9,4.138888888888889,3,5.25,2,0,2
5,6914,JUGLANS,8,17.125,10,26.75,3,1,5
5,6914,CLADRASTIS,7,11.928571428571429,7.25,17,2,2,4
5,6914,PICEA,6,4.416666666666667,3,8.5,1,1,2
5,6914,CHAMAECYPARIS,5,20.85,18,23.5,4,3,4
5,6914,GINKGO,5,3.55,3,4.25,2,1,2
5,6914,THUJA,5,16.6,4,36,4,2,6
5,6914,TSUGA,5,15,9,35,2,2,5
5,6914,CELTIS,4,3,3,3,1,1,2
5,6914,MESPILUS,4,3,2,4,1,1,1
5,6914,ABIES,3,12.333333333333334,11,14,4,2,6
5,6914,CEDRUS,3,12,5,18,3,2,6
5,6914,ILEX,3,17.25,14.5,20,3,3,3
5,6914,KOELREUTERIA,3,4.416666666666667,3,7.25,1,1,1
5,6914,PSEUDOTSUGA,3,19,9.5,26.5,4,2,4
5,6914,SALIX,3,8.833333333333334,7,10.5,2,2,2
5,6914,CRYPTOMERIA,2,9.25,6.5,12,2.5,2,3
5,6914,GYMNOCLADUS,2,3,3,3,1,1,1
5,6914,OSTRYIA,2,6.5,6,7,2,2,2
5,6914,POPULUS,2,31.75,17.5,46,4.5,3,6
5,6914,ALNUS,1,25,25,25,5,5,5
5,6914,LABURNUM,1,11.5,11.5,11.5,2,2,2
5,6914,RHUS,1,6,6,6,2,2,2
5,6914,TRACHYCARPUS,1,7,7,7,1,1,1
G,1953,ACER,955,9.058743455497382,3,45,3,1,8
G,1953,PRUNUS,154,9.362012987012987,3,24.75,2,1,4
G,1953,TILIA,152,10.343092105263159,3.5,17.5,4,2,7
G,1953,QUERCUS,125,8.2928,3,24,3,1,5
G,1953,FAGUS,110,9.617727272727272,2,34,3,1,6
G,1953,GLEDITSIA,75,7.464,3,15.5,2,1,5
G,1953,PYRUS,54,4.513888888888889,3,9,1,1,3
G,1953,LIRIODENDRON,53,8.033018867924529,3,27.5,2,1,9
G,1953,CARPINUS,52,5.471153846153846,3,23,2,1,4
G,1953,PARROTIA,38,5.882894736842105,2,11,2,1,3
G,1953,FRAXINUS,27,8.507407407407408,3,14.5,3,1,6
G,1953,LIQUIDAMBAR,27,9.425925925925926,3,22,2,1,5
G,1953,MAGNOLIA,22,3,3,3,1,1,2
G,1953,CRATAEGUS,17,4.779411764705882,3,12,2,1,3
G,1953,DAVIDIA,16,3.90625,2,4.75,2,2,2
G,1953,SYRINGA,16,3.5625,3,9,2,1,2
G,1953,PLATANUS,12,8.208333333333334,3,24,2,2,5
G,1953,CERCIDIPHYLLUM,11,5.886363636363637,4,8,2,1,2
G,1953,CORNUS,9,6.055555555555555,3,12,2,1,7
G,1953,GINKGO,9,8.833333333333334,3.5,15.5,3,1,5
G,1953,MALUS,4,4.3125,3.75,5,1,1,2
G,1953,STYRAX,4,3.5,3,5,2,1,2
G,1953,ROBINIA,3,6.666666666666667,4,12,2,2,4
G,1953,ULMUS,3,13.833333333333334,11,15.5,4,3,4
G,1953,BETULA,1,13,13,13,4,4,4
G,1953,ILEX,1,3.25,3.25,3.25,3,3,3
G,1953,SALIX,1,21.5,21.5,21.5,3,3,3
G,1953,SORBUS,1,3,3,3,2,2,2
G,1953,TAXUS,1,10,10,10,2,2,2
15,1617,ACER,418,13.338038277511961,2,62,3,0,8
15,1617,PRUNUS,236,15.3625,2,39,2,1,6
15,1617,QUERCUS,156,14.982692307692307,3,49.5,4,1,6
15,1617,BETULA,92,20.505434782608695,7,37.5,5,3,7
15,1617,MALUS,78,5.634615384615385,3,13.5,2,1,3
15,1617,FRAXINUS,56,11.410714285714286,3,22,3,1,6
15,1617,METASEQUOIA,51,25.769607843137255,0.5,48,6,1,7
15,1617,CERCIDIPHYLLUM,49,8.341836734693878,3,42.5,2,1,5
15,1617,MAGNOLIA,47,9.627659574468085,2.5,31,2,1,4
15,1617,AESCULUS,46,21.995652173913044,3,39,5,1,7
15,1617,ULMUS,44,25.386363636363637,3,38,6,2,8
15,1617,CRATAEGUS,39,7.897435897435898,2.25,12.25,2,1,3
15,1617,FAGUS,37,8.79054054054054,0,20,2,0,4
15,1617,TILIA,37,17.324324324324323,10.5,21.5,4,3,5
15,1617,CORNUS,29,10.939655172413794,2,44,2,1,4
15,1617,PLATANUS,25,33.78,20,46,8,5,8
15,1617,SORBUS,22,7.556818181818182,1.5,27.25,1,1,4
15,1617,PARROTIA,14,4.946428571428571,3,8,1.5,1,3
15,1617,PINUS,14,17.392857142857142,3,32,4,1,5
15,1617,JUGLANS,13,19.446153846153845,11,31,4,2,5
15,1617,CARPINUS,12,4.291666666666667,2,9,2,1,3
15,1617,LIRIODENDRON,11,16.90909090909091,3.5,31,4,2,8
15,1617,THUJA,9,7.222222222222222,2,17,2,1,2
15,1617,LIQUIDAMBAR,7,5.428571428571429,3,14,2,2,3
15,1617,ALNUS,6,5.166666666666667,3,8,1.5,1,4
15,1617,STYRAX,6,3.3333333333333335,3,5,1,1,2
15,1617,CHAMAECYPARIS,5,23,3,32,4,1,5
15,1617,GLEDITSIA,5,5.9,4,8,1,1,2
15,1617,POPULUS,5,27.2,18,44,4,1,5
15,1617,PYRUS,5,6.4,3,12,2,1,2
15,1617,CATALPA,4,25.75,9,38,4.5,1,5
15,1617,CEDRUS,4,21.625,3,36,3.5,2,4
15,1617,AMELANCHIER,3,3,3,3,1,1,1
15,1617,CELTIS,3,3,3,3,1,1,1
15,1617,CERCIS,3,3,3,3,1,1,1
15,1617,PICEA,3,4,3,6,1,1,2
15,1617,CLADRASTIS,2,6.5,3,10,2,2,2
15,1617,GINKGO,2,3.875,3.75,4,1,1,1
15,1617,NYSSA,2,3,3,3,1,1,1
15,1617,SEQUOIADENDRON,2,5.5,4,7,1.5,1,2
15,1617,ABIES,1,3,3,3,1,1,1
15,1617,CALOCEDRUS,1,3,3,3,1,1,1
15,1617,CASTANEA,1,30,30,30,4,4,4
15,1617,CORYLUS,1,4.25,4.25,4.25,1,1,1
15,1617,CRYPTOMERIA,1,10,10,10,3,3,3
15,1617,DAVIDIA,1,7,7,7,1,1,1
15,1617,GYMNOCLADUS,1,3.25,3.25,3.25,1,1,1
15,1617,HIBISCUS,1,4,4,4,1,1,1
15,1617,ILEX,1,3,3,3,1,1,1
15,1617,KOELREUTERIA,1,3,3,3,1,1,1
15,1617,LABURNUM,1,22,22,22,3,3,3
15,1617,NOTHOFAGUS,1,3,3,3,1,1,1
15,1617,ROBINIA,1,9,9,9,3,3,3
15,1617,SYRINGA,1,2,2,2,2,2,2
15,1617,ZELKOVA,1,3,3,3,1,1,1
NA,1486,ACER,369,7.960840108401084,2,51,1,0,10
NA,1486,PRUNUS,212,10.287971698113207,0,36,2,0,5
NA,1486,PARROTIA,99,3.2146464646464645,3,8,1,1,2
NA,1486,FAGUS,78,5.416666666666667,3,33,1,1,7
NA,1486,CARPINUS,64,6.4765625,1.75,27,1,0,5
NA,1486,SYRINGA,57,3.1403508771929824,3,8,1,1,1
NA,1486,FRAXINUS,53,8.806603773584905,0,22,2,0,5
NA,1486,MALUS,49,5.4438775510204085,2,23,1,0,5
NA,1486,CRATAEGUS,44,7.1477272727272725,2.75,18.5,1,0,3
NA,1486,MAGNOLIA,44,5.029545454545454,2,22,1,0,4
NA,1486,AMELANCHIER,41,3,3,3,1,1,1
NA,1486,CORNUS,41,3.7804878048780486,3,24,1,1,4
NA,1486,QUERCUS,33,17.113636363636363,3,51.5,4,1,9
NA,1486,AESCULUS,32,23.046875,3,49.5,4,0,7
NA,1486,CERCIS,30,3.25,3,6,1,1,1
NA,1486,PYRUS,24,4.833333333333333,3,8,1,1,3
NA,1486,PICEA,19,11.131578947368421,3,37,3,1,6
NA,1486,TILIA,18,14.86111111111111,7,24,4,2,4
NA,1486,CHAMAECYPARIS,14,18.178571428571427,5,36,4,3,5
NA,1486,PINUS,12,18.833333333333332,8,31,4,1,6
NA,1486,STEWARTIA,12,3,3,3,1,1,1
NA,1486,CERCIDIPHYLLUM,11,6.204545454545454,3,13,3,1,3
NA,1486,BETULA,10,16.45,4,24,4,1,6
NA,1486,HIBISCUS,10,4.045,4,4.45,1,1,1
NA,1486,SORBUS,10,7.45,3,21,2,1,4
NA,1486,SEQUOIADENDRON,9,18.11111111111111,6,30,1,1,5
NA,1486,GLEDITSIA,6,4.666666666666667,3,11,1,1,3
NA,1486,NYSSA,6,2.8333333333333335,2,3,1,1,1
NA,1486,PSEUDOTSUGA,6,17.25,3,30,4,4,8
NA,1486,THUJA,6,27.625,5,67,4.5,0,9
NA,1486,CEDRUS,5,26.6,7,44,5,2,6
NA,1486,CORYLUS,5,11.8,4,20,2,1,2
NA,1486,JUGLANS,5,14.4,5,26,3,2,6
NA,1486,ROBINIA,5,15.5,4,36,5,2,7
NA,1486,STYRAX,5,3,3,3,1,1,2
NA,1486,CASTANEA,4,8.375,4,13,2.5,1,3
NA,1486,LIQUIDAMBAR,4,17.5,9,31,3.5,2,4
NA,1486,LIRIODENDRON,4,4.25,3,5,2,1,2
NA,1486,POPULUS,4,22,14,38,5,4,8
NA,1486,ULMUS,3,32.666666666666664,25,47,5,4,7
NA,1486,ABIES,2,6,3,9,2,1,3
NA,1486,DAVIDIA,2,5,5,5,2,2,2
NA,1486,GINKGO,2,3,3,3,1,1,1
NA,1486,PLATANUS,2,21.25,3,39.5,4.5,1,8
NA,1486,SALIX,2,30.5,23,38,4.5,3,6
NA,1486,SOPHORA,2,5,5,5,2,2,2
NA,1486,TSUGA,2,24.75,20.5,29,5.5,5,6
NA,1486,ZELKOVA,2,5,3,7,1.5,1,2
NA,1486,AILANTHUS,1,3,3,3,1,1,1
NA,1486,ARBUTUS,1,6,6,6,1,1,1
NA,1486,CATALPA,1,32,32,32,5,5,5
NA,1486,CRYPTOMERIA,1,15.5,15.5,15.5,2,2,2
NA,1486,ILEX,1,7.5,7.5,7.5,2,2,2
NA,1486,MANGLIETIA,1,5,5,5,2,2,2
NA,1486,METASEQUOIA,1,19.75,19.75,19.75,3,3,3
11,1235,ACER,390,9.206025641025642,1,44,2,1,9
11,1235,PRUNUS,239,13.810041841004184,2,47,2,0,5
11,1235,FRAXINUS,81,5.515432098765432,2,19,2,1,5
11,1235,MALUS,70,4.496428571428571,2.25,12,2,1,3
11,1235,CERCIDIPHYLLUM,42,8.214285714285714,1,17,2,1,4
11,1235,MAGNOLIA,39,4.044871794871795,2,16,2,1,2
11,1235,CORNUS,32,5.765625,3,32,2,1,5
11,1235,AESCULUS,30,20.875,3,44,4,1,6
11,1235,TILIA,27,12.222222222222221,5,16.5,4,2,5
11,1235,BETULA,26,20.53846153846154,7,29,4.5,2,7
11,1235,FAGUS,25,6.76,3,20,2,1,4
11,1235,PARROTIA,24,3.9791666666666665,3,6,1.5,1,2
11,1235,CRATAEGUS,20,7.025,2.5,12,1.5,1,3
11,1235,CARPINUS,18,6.638888888888889,3,13.5,1.5,1,3
11,1235,QUERCUS,17,7.238235294117647,3,21.5,3,1,4
11,1235,ULMUS,15,16.886666666666667,3,32,4,1,7
11,1235,HIBISCUS,14,3.0714285714285716,3,4,1,1,1
11,1235,SORBUS,13,7.9423076923076925,3,22,2,1,4
11,1235,GLEDITSIA,11,6,4,9,2,1,3
11,1235,PLATANUS,11,11.613636363636363,3.5,17.5,3,2,5
11,1235,PYRUS,10,3.35,1.75,5,1,1,2
11,1235,LIRIODENDRON,9,15.305555555555555,3,29.5,6,2,7
11,1235,CATALPA,8,28.375,23,37,5,4,7
11,1235,LIQUIDAMBAR,6,5.083333333333333,3.5,8,1.5,1,3
11,1235,STYRAX,6,4.541666666666667,3,7.75,1.5,1,2
11,1235,ZELKOVA,6,7.166666666666667,3,12,1.5,1,3
11,1235,CELTIS,5,4.1,3,6,1,1,1
11,1235,CHAMAECYPARIS,4,22.75,15,30,4,2,4
11,1235,METASEQUOIA,4,7.125,3,10.5,1,1,1
11,1235,NYSSA,4,5,2,8,2,1,3
11,1235,STEWARTIA,4,3,3,3,1,1,1
11,1235,SYRINGA,4,3,3,3,1,1,2
11,1235,NOTHOFAGUS,3,7.5,6.5,8,3,3,3
11,1235,PINUS,3,6.666666666666667,6,8,2,2,2
11,1235,THUJA,3,22.666666666666668,7,34,6,3,6
11,1235,PICEA,2,8.75,8,9.5,1.5,1,2
11,1235,PSEUDOTSUGA,2,22.5,11,34,5,4,6
11,1235,AMELANCHIER,1,3,3,3,1,1,1
11,1235,CERCIS,1,5,5,5,2,2,2
11,1235,DAVIDIA,1,3,3,3,1,1,1
11,1235,JUGLANS,1,16,16,16,1,1,1
11,1235,LABURNUM,1,8.5,8.5,8.5,2,2,2
11,1235,MANGLIETIA,1,2,2,2,2,2,2
11,1235,RHUS,1,3,3,3,2,2,2
11,1235,SEQUOIADENDRON,1,36,36,36,5,5,5
20,803,ACER,235,10.127659574468085,2,35,2,1,7
20,803,PRUNUS,115,8.38695652173913,2,36,1,1,7
20,803,MAGNOLIA,96,10.096354166666666,2,32.25,2,1,4
20,803,CORNUS,46,10.396739130434783,3,28,2,1,4
20,803,TILIA,41,8.353658536585366,3,13,2,1,3
20,803,CRATAEGUS,40,3.73125,2,16,1,1,3
20,803,MALUS,27,6.12962962962963,2,14.5,2,1,3
20,803,FAGUS,22,3.6363636363636362,1,7,1.5,1,2
20,803,LIQUIDAMBAR,15,6.3,3,11,2,1,4
20,803,QUERCUS,15,5.5,3,14,1,1,4
20,803,METASEQUOIA,13,6.576923076923077,3,15,2,1,3
20,803,LIRIODENDRON,11,4,2,12,1,1,5
20,803,SEQUOIADENDRON,11,5,3,14,1,1,4
20,803,CHAMAECYPARIS,10,13.7,7,26,3,2,4
20,803,PICEA,9,5.722222222222222,3,16,2,1,4
20,803,CEDRUS,8,13,3,30,2,2,4
20,803,FRAXINUS,8,5.3125,3,10,2,1,3
20,803,PINUS,8,10.1875,3,14.5,2.5,1,4
20,803,NYSSA,7,4.642857142857143,3,9.5,2,1,2
20,803,CATALPA,6,21.833333333333332,3,34,4,1,6
20,803,SYRINGA,6,4.5,3,8,1,1,3
20,803,DAVIDIA,5,7.6,3,11.5,1,1,3
20,803,AESCULUS,4,3,3,3,1,1,1
20,803,CERCIDIPHYLLUM,4,3.5,2,7,2,1,2
20,803,SORBUS,4,3.5,3,4,2,2,2
20,803,CALOCEDRUS,3,5.333333333333333,3,9,1,1,2
20,803,CARPINUS,3,4.833333333333333,4,6,1,1,2
20,803,LABURNUM,3,6.916666666666667,6,7.75,1,1,2
20,803,PARROTIA,3,3.3333333333333335,3,4,1,1,1
20,803,THUJA,3,17.666666666666668,11,22,5,3,5
20,803,ABIES,2,3.75,3.5,4,1,1,1
20,803,JUGLANS,2,26.5,23,30,3.5,3,4
20,803,PLATANUS,2,8.875,5.75,12,3,2,4
20,803,PYRUS,2,3,3,3,1.5,1,2
20,803,ROBINIA,2,3,3,3,1,1,1
20,803,STYRAX,2,3.625,3,4.25,1,1,1
20,803,ZELKOVA,2,6.75,3.5,10,2,1,3
20,803,AMELANCHIER,1,3,3,3,3,3,3
20,803,GLEDITSIA,1,3,3,3,2,2,2
20,803,HIBISCUS,1,5,5,5,2,2,2
20,803,ILEX,1,26,26,26,3,3,3
20,803,PSEUDOTSUGA,1,32,32,32,5,5,5
20,803,RHUS,1,8,8,8,1,1,1
20,803,STEWARTIA,1,3,3,3,1,1,1
20,803,ULMUS,1,46,46,46,5,5,5
2,729,ACER,168,8.34702380952381,3,24,2.5,1,6
2,729,CARPINUS,110,7.615909090909091,2.5,26.5,1,1,5
2,729,QUERCUS,77,6.383116883116883,3,20,1,1,5
2,729,FAGUS,57,3.1096491228070176,3,5,1,1,2
2,729,PRUNUS,48,14.385416666666666,3,37,2,1,3
2,729,PARROTIA,30,3.033333333333333,2,5,1,1,9
2,729,MAGNOLIA,29,3.2586206896551726,2,5.5,1,1,2
2,729,SYRINGA,26,3.0384615384615383,2,5,1,1,2
2,729,FRAXINUS,24,11.052083333333334,2.75,18,2,1,4
2,729,ULMUS,23,27.032608695652176,14,45,5,2,9
2,729,STYRAX,22,5.3977272727272725,2.5,9,1,1,2
2,729,TILIA,19,11.263157894736842,4,24.5,2,2,5
2,729,SORBUS,10,5.3,3,14,2,1,2
2,729,ROBINIA,9,19.22222222222222,8,28,5,2,6
2,729,CRATAEGUS,8,4.34375,3,8,2,1,3
2,729,LIQUIDAMBAR,8,10.5,3,19,3,1,6
2,729,MALUS,8,5.65625,3,11.5,2,1,2
2,729,CORNUS,7,3.142857142857143,3,4,1,1,2
2,729,AMELANCHIER,6,3,3,3,1,1,1
2,729,BETULA,6,13.166666666666666,3,17,4.5,1,5
2,729,HIBISCUS,5,3,3,3,1,1,1
2,729,LIRIODENDRON,5,4.3,3,5.5,2,1,2
2,729,THUJA,5,15.4,6,30,3,3,6
2,729,CERCIDIPHYLLUM,3,18.5,16.5,21,5,4,5
2,729,CHAMAECYPARIS,3,15.666666666666666,12,20,4,4,4
2,729,JUNIPERUS,2,29.5,29,30,8,7,9
2,729,MICHELIA,2,3,3,3,1,1,1
2,729,PSEUDOTSUGA,2,23,18,28,6,6,6
2,729,DAVIDIA,1,4.75,4.75,4.75,2,2,2
2,729,GINKGO,1,3,3,3,1,1,1
2,729,LABURNUM,1,3,3,3,1,1,1
2,729,PICEA,1,22,22,22,6,6,6
2,729,PINUS,1,10,10,10,2,2,2
2,729,PYRUS,1,6,6,6,1,1,1
2,729,STEWARTIA,1,4,4,4,1,1,1
30,698,PRUNUS,143,10.221678321678322,3,31,2,1,3
30,698,CHAMAECYPARIS,51,12.367647058823529,3,99,3,1,5
30,698,ACER,49,7.918367346938775,3,21,2,1,5
30,698,CORNUS,42,23.28690476190476,3,99,2,0,5
30,698,MAGNOLIA,28,3.9285714285714284,2,14,2,1,3
30,698,SEQUOIADENDRON,27,10.944444444444445,3,39,2,1,6
30,698,CRATAEGUS,26,3.6923076923076925,3,8,2,1,2
30,698,CERCIS,24,3,3,3,1,1,1
30,698,FRAXINUS,24,2.875,2,3,1,1,2
30,698,PICEA,24,6.916666666666667,3,22,2,1,4
30,698,PINUS,24,11.96875,3,34,1,1,4
30,698,THUJA,24,9.095833333333333,3,20,2,1,6
30,698,QUERCUS,20,18,3,38,3,1,6
30,698,FAGUS,18,3.4444444444444446,2,12,1.5,1,2
30,698,MALUS,18,4.555555555555555,2,14,1,1,4
30,698,ABIES,17,3.176470588235294,3,6,2,1,2
30,698,SORBUS,16,6.0625,3,12,1.5,1,3
30,698,CEDRUS,13,5.9423076923076925,2,19.5,2,1,4
30,698,CARPINUS,11,3,3,3,1,1,2
30,698,STEWARTIA,11,3.1818181818181817,3,4,2,2,2
30,698,AMELANCHIER,9,4,3,5,1,1,3
30,698,ULMUS,9,16.27777777777778,8.5,31.5,4,2,6
30,698,CATALPA,8,3.03125,3,3.25,1.5,1,2
30,698,METASEQUOIA,8,5.375,3,11,2,1,3
30,698,NYSSA,6,3.1666666666666665,2,5,1,1,2
30,698,GYMNOCLADUS,5,3,3,3,1,1,1
30,698,HIBISCUS,5,3,3,3,1,1,2
30,698,LIQUIDAMBAR,5,3.2,2.75,4.25,2,2,3
30,698,LIRIODENDRON,5,3,3,3,3,1,3
30,698,PARROTIA,4,4.5,3,8.5,1.5,1,2
30,698,ZELKOVA,4,3.875,3,6.5,2,2,2
30,698,AESCULUS,2,24.25,3,45.5,3,1,5
30,698,GLEDITSIA,2,4.5,3,6,2,2,2
30,698,PYRUS,2,3,3,3,1,1,1
30,698,SOPHORA,2,3,3,3,1,1,1
30,698,STYRAX,2,3,3,3,1.5,1,2
30,698,TILIA,2,14,7,21,3.5,2,5
30,698,BETULA,1,6,6,6,2,2,2
30,698,EUONYMUS,1,3,3,3,1,1,1
30,698,GINKGO,1,3,3,3,1,1,1
30,698,LABURNUM,1,3,3,3,1,1,1
30,698,MANGLIETIA,1,2,2,2,2,2,2
30,698,PTEROCARYA,1,2,2,2,2,2,2
30,698,SYRINGA,1,3,3,3,2,2,2
30,698,TAXODIUM,1,3,3,3,1,1,1
40,659,ACER,113,7.0553097345132745,0,24,1,0,5
40,659,PRUNUS,109,5.462385321100918,3,24,1,1,3
40,659,PINUS,69,19.23913043478261,3,45,3,1,5
40,659,CORNUS,46,15.706521739130435,2,99,2,1,5
40,659,ULMUS,43,3.0232558139534884,3,3.5,1,1,1
40,659,QUERCUS,41,8.829268292682928,3,26,1,1,4
40,659,CATALPA,28,10.217857142857143,3,32,2,1,5
40,659,CHAMAECYPARIS,26,20.653846153846153,4,29,5,1,6
40,659,SEQUOIADENDRON,25,21.84,3,50,3,1,7
40,659,PICEA,18,14.277777777777779,3,38,3,1,6
40,659,AMELANCHIER,12,2.9166666666666665,2,3,1,1,1
40,659,FRAXINUS,12,13.033333333333333,6,21,2,1,4
40,659,METASEQUOIA,12,3,3,3,1,1,2
40,659,CELTIS,11,3,3,3,1,1,1
40,659,FAGUS,11,10.227272727272727,3,27.5,3,1,4
40,659,GYMNOCLADUS,10,3,3,3,1,1,1
40,659,STYRAX,10,3,3,3,1,1,2
40,659,THUJA,8,13,3,30,2,1,2
40,659,SORBUS,7,12.714285714285714,9,19.5,2,2,4
40,659,STEWARTIA,7,3.4285714285714284,3,5,2,1,2
40,659,SYRINGA,7,3.4285714285714284,3,6,1,1,2
40,659,CARPINUS,4,4.375,3,7.5,1,1,6
40,659,MAGNOLIA,4,3.125,3,3.5,2,1,2
40,659,CHITALPA,3,3,3,3,1,1,1
40,659,PARROTIA,3,3,3,3,2,2,2
40,659,TILIA,3,8.833333333333334,6,14.5,2,2,4
40,659,ABIES,2,3,3,3,1.5,1,2
40,659,CEDRUS,2,22.5,12,33,4,4,4
40,659,EUONYMUS,2,3,3,3,1,1,1
40,659,LIRIODENDRON,2,7.5,3,12,2.5,1,4
40,659,MALUS,2,6.25,5.5,7,2,2,2
40,659,PLATANUS,2,3,3,3,1,1,1
40,659,BETULA,1,17,17,17,4,4,4
40,659,CRATAEGUS,1,6,6,6,1,1,1
40,659,DAVIDIA,1,2,2,2,2,2,2
40,659,LARIX,1,12,12,12,3,3,3
40,659,PSEUDOTSUGA,1,27.25,27.25,27.25,5,5,5
L,466,THUJA,112,19.25,4.5,47,5,1,7
L,466,ACER,58,19.92241379310345,7,45,4,2,7
